,name,review_count,rating,address,zipcode,city,coordinates,phone,lat,lng,category
2179,R & J Texas Style BBQ on Wheels,8,4.5,"'589 Elm St', 'Milford, NH 03055'",03055,Milford,"{'latitude': 42.8429921, 'longitude': -71.699445}",(603) 518-0186,42.8429921,-71.699445,Restaurant
2180,Tougas Family Farm,165,4.0,"'234 Ball St', 'Northborough, MA 01532'",01532,Northborough,"{'latitude': 42.345404, 'longitude': -71.679361}",(508) 393-6406,42.345404,-71.679361,Restaurant
2181,Froze Zone,34,4.5,"'184 W Boylston St', 'West Boylston, MA 01583'",01583,West Boylston,"{'latitude': 42.3501385516579, 'longitude': -71.7859280169189}",(774) 261-4411,42.3501385516579,-71.7859280169189,Restaurant
2182,Subway,7,3.0,"'576 W Boylston St', 'Worcester, MA 01606'",01606,Worcester,"{'latitude': 42.3111599322098, 'longitude': -71.7976016}",(508) 595-0143,42.3111599322098,-71.7976016,Restaurant
2183,Stop & Shop,12,3.0,"'940 W Boylston St', 'Worcester, MA 01606'",01606,Worcester,"{'latitude': 42.326523, 'longitude': -71.79053390368746}",(508) 852-0505,42.326523,-71.79053390368746,Restaurant
2184,Greenleaf,69,4.5,"'54 Nashua St', 'Milford, NH 03055'",03055,Milford,"{'latitude': 42.8356028712579, 'longitude': -71.6479889132184}",(603) 213-5447,42.8356028712579,-71.6479889132184,Restaurant
2185,Bar One,131,4.5,"'40 Nashua St', 'Milford, NH 03055'",03055,Milford,"{'latitude': 42.8358223774778, 'longitude': -71.6485389372364}",(603) 249-5327,42.8358223774778,-71.6485389372364,Restaurant
2186,Nourish Cafe,9,3.5,"'201 Turnpike Rd', 'Westborough, MA 01581'",01581,Westborough,"{'latitude': 42.284667, 'longitude': -71.624722}",(508) 986-2330,42.284667,-71.624722,Restaurant
2187,Culture Bread & Sandwich,15,5.0,"'75 Mont Vernon St', 'Milford, NH 03055'",03055,Milford,"{'latitude': 42.839734, 'longitude': -71.654584}",(603) 249-5011,42.839734,-71.654584,Restaurant
2188,Uptowne Mediterranean Restaurant,186,4.5,"'1000 Boston Tpke', 'Shrewsbury, MA 01545'",01545,Shrewsbury,"{'latitude': 42.28025, 'longitude': -71.6750097497722}",(508) 842-4544,42.28025,-71.6750097497722,Restaurant
2189,Riverhouse Cafe,210,4.0,"'167 Union Square', 'Milford, NH 03055'",03055,Milford,"{'latitude': 42.8354549996163, 'longitude': -71.6502660983802}",(603) 249-5556,42.8354549996163,-71.6502660983802,Restaurant
2190,"MOOYAH Burgers, Fries & Shakes",100,3.0,"'10010 Shops Way', 'Northborough, MA 01532'",01532,Northborough,"{'latitude': 42.285003, 'longitude': -71.671255}",(508) 466-2300,42.285003,-71.671255,Restaurant
2191,Hillside Grill,286,5.0,"'73 W Main St', 'Northborough, MA 01532'",01532,Northborough,"{'latitude': 42.319304, 'longitude': -71.647383}",(508) 351-6060,42.319304,-71.647383,Restaurant
2192,Civic Kitchen & Drink,197,4.0,"'121 W Main St', 'Westborough, MA 01581'",01581,Westborough,"{'latitude': 42.264092, 'longitude': -71.623966}",(508) 329-5179,42.264092,-71.623966,Restaurant
2193,Thai and I,66,4.0,"'274 South St', 'Shrewsbury, MA 01545'",01545,Shrewsbury,"{'latitude': 42.27599, 'longitude': -71.69716}",(508) 762-4814,42.27599,-71.69716,Restaurant
2194,Borgatti Bar,18,4.5,"'193 Boston Turnpike', 'Whole Foods Market', 'Shrewsbury, MA 01545'",01545,Shrewsbury,"{'latitude': 42.275403, 'longitude': -71.746577}",(508) 749-5520,42.275403,-71.746577,Restaurant
2195,Romaine's,276,4.0,"'299 W Main St', 'Northborough, MA 01532'",01532,Northborough,"{'latitude': 42.306506, 'longitude': -71.658654}",(508) 393-8889,42.306506,-71.658654,Restaurant
2196,Anzio's Brick Oven Pizza,220,4.0,"'10010 Shops Way', 'Ste Q', 'Northborough, MA 01532'",01532,Northborough,"{'latitude': 42.284498, 'longitude': -71.670576}",(508) 466-8227,42.284498,-71.670576,Restaurant
2197,C'est La Vie Bistro,224,4.5,"'30 Main St', 'Northborough, MA 01532'",01532,Northborough,"{'latitude': 42.319156, 'longitude': -71.640594}",(508) 393-8941,42.319156,-71.640594,Restaurant
2198,Town Center Pizza,13,4.5,"'245a  W Main St', 'Northborough, MA 01532'",01532,Northborough,"{'latitude': 42.308871, 'longitude': -71.654932}",(508) 351-6626,42.308871,-71.654932,Restaurant
2199,Atlantic Poké,151,4.5,"'193 Boston Turnpike', 'Ste 4140', 'Shrewsbury, MA 01545'",01545,Shrewsbury,"{'latitude': 42.2765882270761, 'longitude': -71.74681065712034}",(508) 377-4441,42.2765882270761,-71.74681065712034,Restaurant
2200,Kumar's Boston,95,3.0,"'8110 Shops Way', 'Northborough, MA 01532'",01532,Northborough,"{'latitude': 42.293486, 'longitude': -71.671716}",(508) 393-3434,42.293486,-71.671716,Restaurant
2201,Burtons Grill & Bar of Shrewsbury,168,4.0,"'193 Boston Turnpike', 'Ste 4110', 'Shrewsbury, MA 01545'",01545,Shrewsbury,"{'latitude': 42.276613, 'longitude': -71.747697}",(508) 925-7774,42.276613,-71.747697,Restaurant
2202,Pho Sure,389,4.0,"'100 Boston Turnpike', 'Shrewsbury, MA 01545'",01545,Shrewsbury,"{'latitude': 42.2745209, 'longitude': -71.7499655}",(508) 425-3314,42.2745209,-71.7499655,Restaurant
2203,Red Heat Tavern of Westborough,157,4.0,"'227 Turnpike Rd', 'Westborough, MA 01581'",01581,Westborough,"{'latitude': 42.28583412813941, 'longitude': -71.63561220207275}",(508) 329-1795,42.28583412813941,-71.63561220207275,Restaurant
2204,LalaJava,109,4.0,"'290 W Main St', 'Northborough, MA 01532'",01532,Northborough,"{'latitude': 42.308090875160325, 'longitude': -71.65826392323379}",(508) 393-7625,42.308090875160325,-71.65826392323379,Restaurant
2205,One Eleven Chop House,401,4.0,"'111 Shrewsbury St', 'Worcester, MA 01604'",01604,Worcester,"{'latitude': 42.2633395735116, 'longitude': -71.790055601517}",(508) 799-4111,42.2633395735116,-71.790055601517,Restaurant
2206,Dharani,219,3.0,"'291 Turnpike Rd', 'Westborough, MA 01581'",01581,Westborough,"{'latitude': 42.28394, 'longitude': -71.64989}",(508) 366-0090,42.28394,-71.64989,Restaurant
2207,Subway,2,3.5,"'222 Elm St', 'Unit 3', 'Milford, NH 03055'",03055,Milford,"{'latitude': 42.8386296072233, 'longitude': -71.6707881660661}",(603) 673-9099,42.8386296072233,-71.6707881660661,Restaurant
2208,Whole Foods Market,48,4.0,"'193 Boston Turnpike', 'Shrewsbury, MA 01545'",01545,Shrewsbury,"{'latitude': 42.275403, 'longitude': -71.746577}",(508) 749-5520,42.275403,-71.746577,Restaurant
2209,The Village Cafe and Pizza,9,3.5,"'3 Bassett Rd', 'Berlin, MA 01503'",01503,Berlin,"{'latitude': 42.36693, 'longitude': -71.62872}",(978) 415-0291,42.36693,-71.62872,Restaurant
2210,Z Café & Catering,28,3.5,"'389 Main St', 'Worcester, MA 01608'",01608,Worcester,"{'latitude': 42.26421, 'longitude': -71.801689}",(508) 304-1220,42.26421,-71.801689,Restaurant
2211,Mexicali Cantina and Grill,56,3.5,"'225 Shrewsbury St', 'Worcester, MA 01604'",01604,Worcester,"{'latitude': 42.2665880138635, 'longitude': -71.7832846194506}",(508) 926-8811,42.2665880138635,-71.7832846194506,Restaurant
2212,QDOBA Mexican Eats,29,3.0,"'4104 Shops Way', 'Northborough, MA 01532'",01532,Northborough,"{'latitude': 42.2875457635699, 'longitude': -71.672098635582}",(508) 936-1017,42.2875457635699,-71.672098635582,Restaurant
2213,Jason's Pizza Palace,19,3.5,"'113 June St', 'Worcester, MA 01602'",01602,Worcester,"{'latitude': 42.26469, 'longitude': -71.8334}",(508) 756-7474,42.26469,-71.8334,Restaurant
2214,New England Roast Beef,163,4.5,"'33 Park Ave', 'Worcester, MA 01605'",01605,Worcester,"{'latitude': 42.2825145721436, 'longitude': -71.8085235357285}",(508) 756-1991,42.2825145721436,-71.8085235357285,Restaurant
2215,The Sole Proprietor,678,4.0,"'118 Highland St', 'Worcester, MA 01609'",01609,Worcester,"{'latitude': 42.2711547, 'longitude': -71.8074399}",(508) 798-3474,42.2711547,-71.8074399,Restaurant
2216,Subway,9,2.5,"'373 Maple Ave', 'Shrewsbury, MA 01545'",01545,Shrewsbury,"{'latitude': 42.2760283, 'longitude': -71.7368239914017}",(508) 799-9090,42.2760283,-71.7368239914017,Restaurant
2217,Subway,11,2.5,"'151 Highland St', 'Worcester, MA 01609'",01609,Worcester,"{'latitude': 42.2707562648734, 'longitude': -71.8090159972387}",(508) 752-0702,42.2707562648734,-71.8090159972387,Restaurant
2218,Subway,7,2.0,"'200 Otis St', 'Northborough, MA 01532'",01532,Northborough,"{'latitude': 42.2846535, 'longitude': -71.6565334}",(508) 393-2093,42.2846535,-71.6565334,Restaurant
2219,Trader Joe's,51,4.5,"'77 Boston Turnpike', 'shrewsbury, MA 01545'",01545,shrewsbury,"{'latitude': 42.27528667, 'longitude': -71.75125167}",(508) 790-3008,42.27528667,-71.75125167,Restaurant
2220,Uno Pizzeria & Grill,64,3.5,"'225 Turnpike Rd', 'Westborough, MA 01581'",01581,Westborough,"{'latitude': 42.284102, 'longitude': -71.635397}",(508) 616-0300,42.284102,-71.635397,Restaurant
2221,Baba Restaurant & Sushi Bar,374,4.0,"'309 Park Ave', 'Worcester, MA 01609'",01609,Worcester,"{'latitude': 42.26194, 'longitude': -71.82016}",(508) 752-8822,42.26194,-71.82016,Restaurant
2222,Falscher Hase,26,4.5,"'Rudolf-Leonhard-Str. 3', '01097 Dresden', 'Germany'",01097,Dresden,"{'latitude': 51.0723993, 'longitude': 13.747423}",+49 351 30959112,51.0723993,13.747423,Restaurant
2223,Ladencafé Aha,48,4.5,"'Kreuzstr. 7', '01067 Dresden', 'Germany'",01067,Dresden,"{'latitude': 51.04906, 'longitude': 13.73943}",+49 351 4960673,51.04906,13.73943,Restaurant
2224,"Café ""v-cake""",8,5.0,"'Rothenburger Str. 14', '01099 Dresden', 'Germany'",01099,Dresden,"{'latitude': 51.0639742, 'longitude': 13.7525295}",+49 1577 7316057,51.0639742,13.7525295,Restaurant
2225,Chay Viet,1,5.0,"'Alaunstr. 47', '01099 Dresden', 'Germany'",01099,Dresden,"{'latitude': 51.0672462672979, 'longitude': 13.7518741074532}",+49 351 87456231,51.0672462672979,13.7518741074532,Restaurant
2226,Curry Am Schloss,2,5.0,"'Schloßstr. 1', '01067 Dresden', 'Germany'",01067,Dresden,"{'latitude': 51.0529565278794, 'longitude': 13.739171102643}",+49 351 41884696,51.0529565278794,13.739171102643,Restaurant
2227,Burgerei,72,4.0,"'Am Neumarkt 12', '01067 Dresden', 'Germany'",01067,Dresden,"{'latitude': 51.0510191166734, 'longitude': 13.7407120239435}",+49 351 49773553,51.0510191166734,13.7407120239435,Restaurant
2228,Der Dicke Schmidt,3,4.5,"'Rudolf-Leonard-Str. 32', '01097 Dresden', 'Germany'",01097,Dresden,"{'latitude': 51.0740395, 'longitude': 13.7492399}",,51.0740395,13.7492399,Restaurant
2229,Planwirtschaft,76,4.5,"'Louisenstr. 20', '01099 Dresden', 'Germany'",01099,Dresden,"{'latitude': 51.0672571, 'longitude': 13.7502579}",+49 351 8013187,51.0672571,13.7502579,Restaurant
2230,Sher E Punjab,7,4.5,"'Wallstr. 5', '01067 Dresden', 'Germany'",01067,Dresden,"{'latitude': 51.0498199, 'longitude': 13.73406}",+49 351 48488988,51.0498199,13.73406,Restaurant
2231,Hans im Glück,40,4.0,"'Altmarkt 24', '01067 Dresden', 'Germany'",01067,Dresden,"{'latitude': 51.04996, 'longitude': 13.7369}",+49 351 31779486,51.04996,13.7369,Restaurant
2232,RajMahal - indian Restaurant & Shop,1,4.0,"'Louisenstr. 60', '01099 Dresden', 'Germany'",01099,Dresden,"{'latitude': 51.065773, 'longitude': 13.755658}",+49 1521 9292000,51.065773,13.755658,Restaurant
2233,Aljonuschka,10,4.5,"'An der Kreuzkirche 6', '01067 Dresden', 'Germany'",01067,Dresden,"{'latitude': 51.04789, 'longitude': 13.7391}",+49 1577 1528787,51.04789,13.7391,Restaurant
2234,Curry & Co.,4,4.5,"'Loschwitzer Str.  56', '01309 Dresden', 'Germany'",01309,Dresden,"{'latitude': 51.0520592, 'longitude': 13.8057299}",+49 351 31391209,51.0520592,13.8057299,Restaurant
2235,Scheunecafé,62,4.0,"'Alaunstr. 36 - 40', '01099 Dresden', 'Germany'",01099,Dresden,"{'latitude': 51.0661442486539, 'longitude': 13.7515541693115}",+49 351 8026619,51.0661442486539,13.7515541693115,Restaurant
2236,Raskolnikoff,72,4.5,"'Böhmische Str. 34', '01099 Dresden', 'Germany'",01099,Dresden,"{'latitude': 51.06438, 'longitude': 13.75497}",+49 351 8045706,51.06438,13.75497,Restaurant
2237,Carolaschloesschen,26,3.5,"'Querallee 7', '01219 Dresden', 'Germany'",01219,Dresden,"{'latitude': 51.033393, 'longitude': 13.763793}",+49 351 2506000,51.033393,13.763793,Restaurant
2238,Spizz,19,4.5,"'Augsburger Str. 49', '01309 Dresden', 'Germany'",01309,Dresden,"{'latitude': 51.0489782, 'longitude': 13.790047}",+49 351 3190626,51.0489782,13.790047,Restaurant
2239,Curry & Co.,66,4.5,"'Louisenstr. 62', '01099 Dresden', 'Germany'",01099,Dresden,"{'latitude': 51.06574, 'longitude': 13.75592}",+49 351 2093153,51.06574,13.75592,Restaurant
2240,Elbsalon,20,4.0,"'Königsbrücker Str. 74', '01099 Dresden', 'Germany'",01099,Dresden,"{'latitude': 51.0711499025928, 'longitude': 13.7508024324874}",+49 351 87444400,51.0711499025928,13.7508024324874,Restaurant
2241,Tanteleuk,10,4.5,"'Louisenstr. 24', '01099 Dresden', 'Germany'",01099,Dresden,"{'latitude': 51.0670951990586, 'longitude': 13.7506878376007}",+49 351 40754562,51.0670951990586,13.7506878376007,Restaurant
2242,Jaipur,46,4.0,"'Louisenstr. 59', '01099 Dresden', 'Germany'",01099,Dresden,"{'latitude': 51.0662415650171, 'longitude': 13.7548209003366}",+49 351 4568946,51.0662415650171,13.7548209003366,Restaurant
2243,Mola Foods,1,5.0,"'9 Simon St', 'Ste 103', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.750890276444345, 'longitude': -71.48814860739853}",(877) 593-8157,42.750890276444345,-71.48814860739853,Restaurant
2244,Pho Tai Loc of Nashua,123,4.5,"'28 Railroad Sq', 'Nashua, NH 03064'",03064,Nashua,"{'latitude': 42.764987, 'longitude': -71.46645}",(603) 521-8744,42.764987,-71.46645,Restaurant
2245,Riverwalk Cafe,293,4.5,"'35 Railroad Sq', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.7648, 'longitude': -71.466665}",(603) 578-0200,42.7648,-71.466665,Restaurant
2246,CodeX B.A.R,113,4.0,"'1 Elm St', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.7595753, 'longitude': -71.4665293}",(603) 864-0115,42.7595753,-71.4665293,Restaurant
2247,California Burritos,425,4.5,"'101 Factory St', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.7603825951104, 'longitude': -71.4693894512754}",(603) 718-8745,42.7603825951104,-71.4693894512754,Restaurant
2248,Liquid Therapy,34,4.5,"'14 Court St', 'Unit B', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.7624, 'longitude': -71.4643}",(603) 402-9391,42.7624,-71.4643,Restaurant
2249,MT's Local Kitchen & Wine Bar,292,4.5,"'212 Main St', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.7596488, 'longitude': -71.4644515}",(603) 595-9334,42.7596488,-71.4644515,Restaurant
2250,Stella Blu,188,4.0,"'70 E Pearl St', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.76016454059544, 'longitude': -71.46424288426198}",(603) 578-5557,42.76016454059544,-71.46424288426198,Restaurant
2251,Cravings,3,3.5,"'64 E Pearl St', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.7602373, 'longitude': -71.4642179}",(603) 882-6626,42.7602373,-71.4642179,Restaurant
2252,The Vibe,7,3.5,"'142 Lowell Rd', 'Unit 20', 'Hudson, NH 03051'",03051,Hudson,"{'latitude': 42.746039, 'longitude': -71.42502}",(603) 899-8221,42.746039,-71.42502,Restaurant
2253,The Peddler's Daughter,230,3.5,"'48 Main St', 'Nashua, NH 03064'",03064,Nashua,"{'latitude': 42.76392, 'longitude': -71.46604}",(603) 821-7535,42.76392,-71.46604,Restaurant
2254,Taj India,55,4.0,"'47 East Pearl St', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.76072, 'longitude': -71.46346}",(603) 864-8586,42.76072,-71.46346,Restaurant
2255,Takumi Japanese Sushi & Hibachi,197,3.5,"'197 Daniel Webster Hwy', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.716992, 'longitude': -71.4427649}",(603) 891-1717,42.716992,-71.4427649,Restaurant
2256,Crane Restaurant,79,4.0,"'113 W Pearl St', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.759802, 'longitude': -71.466937}",(603) 459-8186,42.759802,-71.466937,Restaurant
2257,Martha's Exchange,308,3.5,"'185 Main St', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.7603502, 'longitude': -71.4652576}",(603) 883-8781,42.7603502,-71.4652576,Restaurant
2258,Cibao Kitchen,17,4.0,"'128 Ash St', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.7506680773706, 'longitude': -71.4669029787183}",(603) 402-1197,42.7506680773706,-71.4669029787183,Restaurant
2259,Casa Vieja Mexican Grill,51,3.0,"'96 Main St', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.7623183041784, 'longitude': -71.4657605732552}",(603) 943-7240,42.7623183041784,-71.4657605732552,Restaurant
2260,Bonhoeffer's Cafe & Espresso,113,4.0,"'8 Franklin St', 'Nashua, NH 03064'",03064,Nashua,"{'latitude': 42.763879, 'longitude': -71.467403}",(603) 883-6879,42.763879,-71.467403,Restaurant
2261,Sakura Asian Bistro,106,4.0,"'166 Daniel Webster Hwy', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.7199459297981, 'longitude': -71.4418552129849}",(603) 589-9815,42.7199459297981,-71.4418552129849,Restaurant
2262,Subway,6,2.5,"'291 Main St', 'Unit C', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.7540077409918, 'longitude': -71.4624144855299}",(603) 883-1211,42.7540077409918,-71.4624144855299,Restaurant
2263,Subway,4,2.0,"'4 Coliseum Ave', 'Unit E-4', 'Nashua, NH 03063'",03063,Nashua,"{'latitude': 42.765266014964, 'longitude': -71.4968810956744}",(603) 718-1974,42.765266014964,-71.4968810956744,Restaurant
2264,The Flight Center,46,4.0,"'97 Main St', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.762197, 'longitude': -71.466106}",(603) 417-6184,42.762197,-71.466106,Restaurant
2265,Subway,7,2.5,"'112 Daniel Webster Hwy', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.7288432234902, 'longitude': -71.4472789894681}",(603) 891-1466,42.7288432234902,-71.4472789894681,Restaurant
2266,Jake's Old Fashioned Ice Cream & Custom Cakes,10,4.5,"'57 Palm St', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.756728, 'longitude': -71.471217}",(603) 594-2424,42.756728,-71.471217,Restaurant
2267,T-Bones Great American Eatery,106,3.5,"'77 Lowell Rd', 'Hudson, NH 03051'",03051,Hudson,"{'latitude': 42.7541790157557, 'longitude': -71.4295971393585}",(603) 882-6677,42.7541790157557,-71.4295971393585,Restaurant
2268,Shorty's Mexican Roadhouse,155,3.0,"'48 Gusabel Ave', 'Nashua Mall', 'Nashua, NH 03063'",03063,Nashua,"{'latitude': 42.7642616957404, 'longitude': -71.494321642279}",(603) 882-4070,42.7642616957404,-71.494321642279,Restaurant
2269,Hannaford Supermarket,34,3.5,"'175 Coliseum Ave', 'Nashua, NH 03060'",03060,Nashua,"{'latitude': 42.7604688236657, 'longitude': -71.4988055148554}",(603) 889-3700,42.7604688236657,-71.4988055148554,Restaurant
2270,Good Earth Holistic Kitchen,23,4.5,"'43 Broad St', 'Hudson, MA 01749'",01749,Hudson,"{'latitude': 42.38880987614652, 'longitude': -71.56401129639214}",(978) 568-0069,42.38880987614652,-71.56401129639214,Restaurant
2271,The Farmer's Daughter,83,4.5,"'534F Boston Post Rd', 'Sudbury, MA 01776'",01776,Sudbury,"{'latitude': 42.36053, 'longitude': -71.43096}",(978) 261-5832,42.36053,-71.43096,Restaurant
2272,Rail Trail Flatbread,782,4.0,"'33 Main St', 'Hudson, MA 01749'",01749,Hudson,"{'latitude': 42.391135, 'longitude': -71.569192}",(978) 293-3552,42.391135,-71.569192,Restaurant
2273,Kith And Kin,144,4.5,"'40 Washington St', 'Hudson, MA 01749'",01749,Hudson,"{'latitude': 42.389864, 'longitude': -71.570387}",(978) 562-3800,42.389864,-71.570387,Restaurant
2274,Street Kitchen,43,4.0,"'132 Main St', 'Marlborough, MA 01752'",01752,Marlborough,"{'latitude': 42.34669, 'longitude': -71.54736}",(508) 251-1914,42.34669,-71.54736,Restaurant
2275,Less Than Greater Than,117,4.0,"'28 Main St', 'Hudson, MA 01749'",01749,Hudson,"{'latitude': 42.39155, 'longitude': -71.56925}",(978) 333-7142,42.39155,-71.56925,Restaurant
2276,"MOOYAH Burgers, Fries & Shakes",115,3.5,"'48 Highland Commons E', 'Ste 100', 'Hudson, MA 01749'",01749,Hudson,"{'latitude': 42.393233, 'longitude': -71.59868}",(978) 261-3042,42.393233,-71.59868,Restaurant
2277,Kindles Wood Fired Pizzeria,249,4.5,"'10 Boston Post Rd E', 'Marlborough, MA 01752'",01752,Marlborough,"{'latitude': 42.351787, 'longitude': -71.5296323}",(508) 251-0077,42.351787,-71.5296323,Restaurant
2278,Up to Me Thai Asian and Ramen,56,4.5,"'547 Boston Post Rd E', 'Marlborough, MA 01752'",01752,Marlborough,"{'latitude': 42.3479122932116, 'longitude': -71.5072934328379}",(508) 251-0518,42.3479122932116,-71.5072934328379,Restaurant
2279,An Nam Vietnamese Grill,157,4.5,"'222 E Main St', 'Marlborough, MA 01752'",01752,Marlborough,"{'latitude': 42.3524373275723, 'longitude': -71.5353861451149}",(508) 486-8199,42.3524373275723,-71.5353861451149,Restaurant
2280,Soul of India,335,4.5,"'103 Boston Post Rd', 'Sudbury, MA 01776'",01776,Sudbury,"{'latitude': 42.3628917, 'longitude': -71.3930901}",(978) 261-5790,42.3628917,-71.3930901,Restaurant
2281,"MOOYAH Burgers, Fries & Shakes",57,2.5,"'526C Boston Post Rd', 'Sudbury, MA 01776'",01776,Sudbury,"{'latitude': 42.36039, 'longitude': -71.42989}",(978) 579-4096,42.36039,-71.42989,Restaurant
2282,Cafe 641,127,4.0,"'45 Main St', 'Hudson, MA 01749'",01749,Hudson,"{'latitude': 42.3910387, 'longitude': -71.5689016}",(978) 562-0641,42.3910387,-71.5689016,Restaurant
2283,Chill Kitchen & Bar,352,4.5,"'416 Boston Post Rd E', 'Marlborough, MA 01752'",01752,Marlborough,"{'latitude': 42.3485917, 'longitude': -71.5136872}",(508) 299-6050,42.3485917,-71.5136872,Restaurant
2284,Horseshoe Pub & Restaurant,359,3.5,"'29 South St', 'Hudson, MA 01749'",01749,Hudson,"{'latitude': 42.390293, 'longitude': -71.567642}",(978) 568-1265,42.390293,-71.567642,Restaurant
2285,110 Grill,326,4.0,"'60 Highland Common E', 'Berlin, MA 01503'",01503,Berlin,"{'latitude': 42.39315676057133, 'longitude': -71.59739716640752}",(978) 562-4610,42.39315676057133,-71.59739716640752,Restaurant
2286,New City Microcreamery,329,4.5,"'28 Main St', 'Hudson, MA 01749'",01749,Hudson,"{'latitude': 42.3915519714355, 'longitude': -71.5692443847656}",(978) 333-7144,42.3915519714355,-71.5692443847656,Restaurant
2287,Debby's Drive-Thru Coffee,34,4.5,"'425 Boston Post Rd', 'Sudbury, MA 01776'",01776,Sudbury,"{'latitude': 42.360713, 'longitude': -71.423305}",,42.360713,-71.423305,Restaurant
2288,Longfellow's Wayside Inn - Restaurant,59,3.5,"'72 Wayside Inn Rd', 'Sudbury, MA 01776'",01776,Sudbury,"{'latitude': 42.357325002665505, 'longitude': -71.46900378834322}",,42.357325002665505,-71.46900378834322,Restaurant
2289,Welly's Restaurant,219,4.0,"'153 Main St', 'Marlborough, MA 01752'",01752,Marlborough,"{'latitude': 42.34695115926894, 'longitude': -71.54833610464051}",(508) 281-2091,42.34695115926894,-71.54833610464051,Restaurant
2290,Bullfinchs,222,4.0,"'730 Boston Post Rd', 'Sudbury, MA 01776'",01776,Sudbury,"{'latitude': 42.360782623291, 'longitude': -71.4482192993164}",(978) 443-4094,42.360782623291,-71.4482192993164,Restaurant
2291,Thairiffic,120,4.0,"'128 Main St', 'Marlborough, MA 01752'",01752,Marlborough,"{'latitude': 42.34724919116411, 'longitude': -71.5461927705448}",(508) 485-6900,42.34724919116411,-71.5461927705448,Restaurant
2292,Basha's Natural Marketplace,16,3.5,"'190 Washington St', 'Hudson, MA 01749'",01749,Hudson,"{'latitude': 42.38185, 'longitude': -71.56795}",(978) 562-2154,42.38185,-71.56795,Restaurant
2293,Paani  Indian Cuisine,263,4.0,"'530 A Boston Post Rd', 'Meadow Walk', 'Sudbury, MA 01776'",01776,Sudbury,"{'latitude': 42.360868, 'longitude': -71.431208}",(978) 443-8100,42.360868,-71.431208,Restaurant
2294,Feng Japanese Fusion Cuisine,164,4.0,"'191 Washington St', 'Hudson, MA 01749'",01749,Hudson,"{'latitude': 42.3815613, 'longitude': -71.5686035}",(978) 568-8885,42.3815613,-71.5686035,Restaurant
2295,Ginger Garden,85,4.0,"'200 Boston Post Rd E', 'Marlborough, MA 01752'",01752,Marlborough,"{'latitude': 42.349771691271954, 'longitude': -71.52267520122263}",(508) 281-2066,42.349771691271954,-71.52267520122263,Restaurant
2296,Karma Coffee Roasters,125,4.5,"'100C Boston Post Rd', 'Sudbury, MA 01776'",01776,Sudbury,"{'latitude': 42.363855, 'longitude': -71.392643}",(978) 443-2073,42.363855,-71.392643,Restaurant
2297,La Tapatia Taqueria,329,3.5,"'388 Boston Post Rd E', 'Marlborough, MA 01752'",01752,Marlborough,"{'latitude': 42.348677, 'longitude': -71.51597}",(508) 624-7005,42.348677,-71.51597,Restaurant
2298,Oak Barrel Tavern - Sudbury,123,3.5,"'528A Boston Post Rd', 'Sudbury, MA 01776'",01776,Sudbury,"{'latitude': 42.3602676, 'longitude': -71.4301669}",(978) 261-5509,42.3602676,-71.4301669,Restaurant
2299,Harvard Sweet Boutique,62,4.5,"'25 South St', 'Hudson, MA 01749'",01749,Hudson,"{'latitude': 42.3904391, 'longitude': -71.568792}",(978) 562-5938,42.3904391,-71.568792,Restaurant
2300,Da Vinci Bistro,152,4.0,"'457 Boston Post Rd', 'Sudbury, MA 01776'",01776,Sudbury,"{'latitude': 42.360236, 'longitude': -71.4241393}",(978) 261-5330,42.360236,-71.4241393,Restaurant
2301,QDOBA Mexican Eats,29,2.5,"'42 Highland Cmn E', 'Hudson, MA 01749'",01749,Hudson,"{'latitude': 42.3954159497321, 'longitude': -71.5940485499634}",(978) 567-0630,42.3954159497321,-71.5940485499634,Restaurant
2302,Main Street Bagel Factory,65,4.0,"'51 Main St', 'Hudson, MA 01749'",01749,Hudson,"{'latitude': 42.3910951, 'longitude': -71.5688191}",(978) 562-1100,42.3910951,-71.5688191,Restaurant
2303,CJ's Gourmet Pizza & Grill,42,4.0,"'29 Hudson Rd', 'Sudbury, MA 01776'",01776,Sudbury,"{'latitude': 42.382509505924915, 'longitude': -71.4149081}",(978) 443-3000,42.382509505924915,-71.4149081,Restaurant
